:START_ID,:END_ID,:TYPE
KW-0421,GO:0007595,map_to
KW-0422,GO:0005989,map_to
KW-0423,GO:0005988,map_to
KW-0425,GO:0005102,map_to
KW-0425,GO:0019835,map_to
KW-0425,KW-0078,hi
KW-1252,GO:0098689,map_to
KW-0427,GO:0034362,map_to
KW-0429,KW-1274,hi
KW-0430,GO:0030246,map_to
KW-0431,KW-1274,hi
KW-0432,GO:0009098,map_to
KW-0432,KW-0100,hi
KW-0434,GO:0019370,map_to
KW-1071,KW-0406,hi
KW-1071,KW-0407,hi
KW-0436,GO:0016874,map_to
KW-0437,GO:0030076,map_to
KW-0438,GO:0009809,map_to
KW-0439,GO:0046274,map_to
KW-0440,KW-0479,hi
KW-0440,KW-0862,hi
KW-0441,GO:0009245,map_to
KW-0441,KW-0444,hi
KW-0444,GO:0008610,map_to
KW-0444,KW-0443,hi
KW-0442,GO:0016042,map_to
KW-0442,KW-0443,hi
KW-0551,GO:0005811,map_to
KW-0443,GO:0006629,map_to
KW-0445,GO:0006869,map_to
KW-0445,KW-0813,hi
KW-0446,GO:0008289,map_to
KW-0448,GO:0009103,map_to
KW-0455,GO:0008218,map_to
KW-0456,GO:0016829,map_to
KW-0457,GO:0009085,map_to
KW-0457,KW-0028,hi
KW-0458,GO:0005764,map_to
KW-0462,GO:0000023,map_to
KW-0463,GO:0018924,map_to
KW-0465,GO:0005537,map_to
KW-0465,KW-0430,hi
KW-0467,GO:0043303,map_to
KW-0981,KW-1186,hi
KW-0469,GO:0051321,map_to
KW-0470,GO:0042438,map_to
KW-0867,KW-1274,hi
KW-0471,GO:0030187,map_to
KW-0472,GO:0016020,map_to
KW-0473,GO:0005579,map_to
KW-0473,KW-0180,hi
KW-0473,KW-0204,hi
KW-0474,GO:0009234,map_to
KW-0475,GO:0046689,map_to
KW-0478,KW-1026,hi
KW-0479,GO:0046872,map_to
KW-0480,GO:0046872,map_to
KW-0480,KW-0479,hi
KW-0481,GO:0004857,map_to
KW-0482,GO:0008237,map_to
KW-0482,KW-0645,hi
KW-0483,GO:0008191,map_to
KW-0483,KW-0481,hi
KW-0483,KW-0646,hi
KW-0484,GO:0015948,map_to
KW-0485,GO:0015945,map_to
KW-0486,GO:0009086,map_to
KW-0486,KW-0028,hi
KW-0487,GO:0031427,map_to
KW-0489,GO:0008168,map_to
KW-0489,GO:0032259,map_to
KW-0489,KW-0808,hi
KW-0490,GO:0002474,map_to
KW-0490,GO:0042612,map_to
KW-0490,KW-0391,hi
KW-0491,GO:0002504,map_to
KW-0491,GO:0042613,map_to
KW-0491,KW-0391,hi
KW-0492,GO:0043231,map_to
KW-0492,KW-0256,hi
KW-1177,GO:0075521,map_to
KW-1177,KW-0945,hi
KW-1177,KW-1176,hi
KW-1189,GO:0039701,map_to
KW-1189,KW-0945,hi
KW-1189,KW-1188,hi
KW-0493,GO:0005874,map_to
KW-0495,GO:0030500,map_to
KW-0496,GO:0005739,map_to
KW-0999,GO:0005743,map_to
KW-0999,KW-0472,hi
KW-0999,KW-0496,hi
KW-1135,GO:0042645,map_to
KW-1135,KW-0496,hi
KW-1000,GO:0005741,map_to
KW-1000,KW-0472,hi
KW-1000,KW-0496,hi
KW-0497,GO:0051781,map_to
KW-0498,KW-0132,hi
KW-1025,GO:0032047,map_to
KW-0499,KW-0184,hi
KW-1119,GO:0039526,map_to
KW-1119,KW-0945,hi
KW-1120,GO:0060153,map_to
KW-1120,KW-1121,hi
KW-1121,GO:0060153,map_to
KW-1121,KW-0945,hi
KW-1122,GO:0039525,map_to
KW-1122,KW-0945,hi
KW-1118,GO:0039673,map_to
KW-1118,KW-0899,hi
KW-1123,GO:0039649,map_to
KW-1123,KW-1130,hi
KW-1124,GO:0075528,map_to
KW-1124,KW-0899,hi
KW-1131,GO:0039671,map_to
KW-1131,KW-0899,hi
KW-1126,GO:0039586,map_to
KW-1126,KW-1114,hi
KW-1127,GO:0039648,map_to
KW-1127,KW-1130,hi
KW-1128,GO:0039648,map_to
KW-1128,KW-1130,hi
KW-1129,GO:0039648,map_to
KW-1129,KW-1130,hi
KW-1130,GO:0039648,map_to
KW-1130,KW-0945,hi
KW-1254,GO:0098676,map_to
KW-1254,KW-0843,hi
KW-0501,GO:0006777,map_to
KW-0502,GO:0003823,map_to
KW-0503,GO:0004497,map_to
KW-0503,KW-0560,hi
KW-0504,GO:0009653,map_to
KW-0504,GO:0016015,map_to
KW-0506,GO:0006370,map_to
KW-0506,KW-0507,hi
KW-0507,GO:0006397,map_to
KW-0508,GO:0008380,map_to
KW-0508,KW-0507,hi
KW-0509,GO:0051028,map_to
KW-0509,KW-0813,hi
KW-0511,GO:0003824,map_to
KW-0511,GO:0008152,map_to
KW-0517,GO:0007517,map_to
KW-0518,GO:0016459,map_to
KW-0518,KW-0505,hi
KW-0959,KW-0800,hi
KW-0519,KW-0449,hi
KW-1210,GO:0012501,map_to
KW-0166,GO:0042151,map_to
KW-0524,GO:0007399,map_to
KW-0525,KW-0523,hi
KW-0527,GO:0007218,map_to
KW-0528,KW-0800,hi
KW-0529,GO:0007268,map_to
KW-0530,GO:0042136,map_to
KW-0531,GO:0042135,map_to
KW-0532,GO:0006836,map_to
KW-0532,KW-0813,hi
KW-0921,GO:0015675,map_to
KW-0921,KW-0406,hi
KW-0921,KW-0533,hi
KW-0534,GO:0042128,map_to
KW-0535,GO:0009399,map_to
KW-0536,GO:0009877,map_to
KW-1010,KW-0209,hi
KW-0866,GO:0000184,map_to
KW-0914,GO:0007219,map_to
KW-0906,GO:0005643,map_to
KW-0906,KW-0509,hi
KW-0906,KW-0539,hi
KW-0906,KW-0811,hi
KW-0540,GO:0004518,map_to
KW-0540,KW-0378,hi
KW-0542,GO:0033009,map_to
KW-0544,GO:0000786,map_to
KW-0544,KW-0158,hi
KW-0544,KW-0238,hi
KW-0545,GO:0009165,map_to
KW-0546,GO:0009117,map_to
KW-0547,GO:0000166,map_to
KW-0548,GO:0016779,map_to
KW-0548,KW-0808,hi
KW-0539,GO:0005634,map_to
KW-0549,GO:0019876,map_to
KW-0552,GO:0007608,map_to
KW-0552,KW-0716,hi
KW-0554,GO:0006730,map_to
KW-0896,GO:0048477,map_to
KW-0896,KW-0221,hi
KW-0555,GO:0001515,map_to
KW-0994,GO:0070111,map_to
KW-0994,KW-0934,hi
KW-0892,GO:0001503,map_to
KW-1152,GO:0039624,map_to
KW-1152,KW-0167,hi
KW-0560,GO:0016491,map_to
KW-0560,GO:0055114,map_to
KW-0561,GO:0005344,map_to
KW-0561,GO:0015671,map_to
KW-0561,KW-0813,hi
KW-0925,GO:0031408,map_to
KW-0925,KW-0275,hi
KW-0925,KW-0275,hi
KW-0562,GO:0007275,map_to
KW-0562,GO:0007366,map_to
KW-0562,KW-0217,hi
KW-0564,KW-0449,hi
KW-0566,GO:0015940,map_to
KW-0568,GO:0009607,map_to
KW-0568,KW-0611,hi
KW-0570,GO:0006098,map_to
KW-0571,GO:0015833,map_to
KW-0571,KW-0653,hi
KW-0573,GO:0009252,map_to
KW-0573,KW-0133,hi
KW-0574,GO:0042597,map_to
KW-0575,GO:0004601,map_to
KW-0575,KW-0560,hi
KW-0576,GO:0005777,map_to
KW-0962,GO:0007031,map_to
KW-0577,GO:0042621,map_to
KW-0581,GO:0006909,map_to
KW-0583,GO:0042619,map_to
KW-0584,GO:0009094,map_to
KW-0584,KW-0057,hi
KW-0585,GO:0006559,map_to
KW-0587,GO:0009698,map_to
KW-0588,GO:0005186,map_to
KW-0589,GO:0019236,map_to
KW-0590,GO:0005550,map_to
KW-0592,GO:0006817,map_to
KW-0592,KW-0813,hi
KW-0593,GO:0019834,map_to
KW-0594,GO:0008654,map_to
KW-0594,KW-0444,hi
KW-0594,KW-1208,hi
KW-0595,GO:0009395,map_to
KW-0595,KW-0442,hi
KW-0595,KW-1208,hi
KW-1208,KW-0443,hi
KW-0918,GO:0015716,map_to
KW-0918,KW-0813,hi
KW-0598,GO:0009401,map_to
KW-0599,GO:0008218,map_to
KW-0599,KW-0455,hi
KW-0600,GO:0009881,map_to
KW-0600,KW-0157,hi
KW-0600,KW-0675,hi
KW-0600,KW-0716,hi
KW-0601,GO:0009853,map_to
KW-0602,GO:0015979,map_to
KW-0603,GO:0009522,map_to
KW-0603,KW-0602,hi
KW-0604,GO:0009523,map_to
KW-0604,KW-0602,hi
KW-0605,GO:0030089,map_to
KW-0607,GO:0009585,map_to
KW-0607,GO:0010017,map_to
KW-0608,GO:0031409,map_to
KW-0611,GO:0006952,map_to
KW-0615,GO:0006276,map_to
KW-0616,GO:0030541,map_to
KW-0934,GO:0009536,map_to
KW-1001,GO:0009528,map_to
KW-1001,KW-0472,hi
KW-1001,KW-0934,hi
KW-1002,GO:0009527,map_to
KW-1002,KW-0472,hi
KW-1002,KW-0934,hi
KW-1202,KW-1199,hi
KW-1201,KW-1199,hi
KW-0620,GO:0006596,map_to
KW-0624,GO:0000272,map_to
KW-0624,KW-0119,hi
KW-0625,GO:0015774,map_to
KW-0625,KW-0762,hi
KW-1172,GO:0044694,map_to
KW-1172,KW-1162,hi
KW-0626,GO:0015288,map_to
KW-0626,GO:0046930,map_to
KW-0626,KW-0406,hi
KW-0626,KW-0812,hi
KW-0627,GO:0006779,map_to
KW-0628,GO:0045211,map_to
KW-0628,KW-0472,hi
KW-0628,KW-0770,hi
KW-0629,GO:0035792,map_to
KW-0629,KW-0528,hi
KW-0631,GO:0005267,map_to
KW-0631,GO:0071805,map_to
KW-0631,KW-0407,hi
KW-0631,KW-0630,hi
KW-0631,KW-0633,hi
KW-0632,GO:0019870,map_to
KW-0632,KW-0872,hi
KW-0633,GO:0006813,map_to
KW-0633,KW-0406,hi
KW-0633,KW-0630,hi
KW-0884,GO:0018189,map_to
KW-0635,GO:0007565,map_to
KW-0636,KW-0449,hi
KW-0637,GO:0004659,map_to
KW-0637,KW-0808,hi
KW-0638,GO:0072556,map_to
KW-0638,KW-0528,hi
KW-0990,KW-1186,hi
KW-0639,GO:0006269,map_to
KW-0639,GO:1990077,map_to
KW-0640,KW-0034,hi
KW-0935,KW-1274,hi
KW-0641,GO:0006561,map_to
KW-0641,KW-0028,hi
KW-0642,GO:0006560,map_to
KW-0643,GO:0001516,map_to
KW-0643,KW-0275,hi
KW-0643,KW-0275,hi
KW-0643,KW-0644,hi
KW-0644,GO:0006693,map_to
KW-0644,KW-0276,hi
KW-0645,GO:0006508,map_to
KW-0645,GO:0008233,map_to
KW-0645,KW-0378,hi
KW-0646,GO:0010466,map_to
KW-0646,GO:0030414,map_to
KW-0647,GO:0000502,map_to
KW-0648,GO:0006412,map_to
KW-0649,GO:0004860,map_to
KW-0904,GO:0004721,map_to
KW-0904,KW-0378,hi
KW-0650,GO:0004864,map_to
KW-0651,KW-0068,hi
KW-0652,GO:0017148,map_to
KW-0653,GO:0015031,map_to
KW-0653,KW-0813,hi
KW-0654,KW-0325,hi
KW-0655,GO:0010952,map_to
KW-0655,GO:0016504,map_to
KW-1275,KW-0872,hi
KW-0658,GO:0006164,map_to
KW-0659,GO:0006144,map_to
KW-0660,GO:0006166,map_to
KW-0661,GO:0009446,map_to
KW-0662,GO:0019363,map_to
KW-0664,GO:0008615,map_to
KW-0665,GO:0006221,map_to
KW-0666,GO:0001660,map_to
KW-0666,KW-0395,hi
KW-0668,KW-0360,hi
KW-0671,GO:0008616,map_to
KW-0672,GO:0019630,map_to
KW-0874,GO:0048038,map_to
KW-0673,GO:0009372,map_to
KW-0674,KW-0602,hi
KW-1185,KW-0181,hi
KW-0679,GO:0070469,map_to
KW-0679,KW-0249,hi
KW-0680,GO:0009307,map_to
KW-1258,GO:0099018,map_to
KW-1258,KW-0945,hi
KW-0681,GO:0007602,map_to
KW-0681,KW-0157,hi
KW-0681,KW-0600,hi
KW-0683,GO:0019841,map_to
KW-0684,GO:0019299,map_to
KW-0686,GO:0009231,map_to
KW-0687,GO:0030529,map_to
KW-0689,GO:0005840,map_to
KW-0689,KW-0687,hi
KW-0690,GO:0042254,map_to
KW-0692,GO:0042245,map_to
KW-0694,GO:0003723,map_to
KW-0695,GO:0003964,map_to
KW-0695,KW-0548,hi
KW-0696,GO:0003968,map_to
KW-0696,KW-0548,hi
KW-0943,GO:0031047,map_to
KW-0697,GO:0003755,map_to
KW-0697,KW-0413,hi
KW-0698,GO:0006364,map_to
KW-0699,GO:0019843,map_to
KW-0699,KW-0694,hi
KW-1219,KW-0108,hi
KW-0701,GO:0030115,map_to
KW-0701,KW-0134,hi
KW-0703,GO:0016529,map_to
KW-0964,GO:0005576,map_to
KW-0708,GO:0045735,map_to
KW-0708,KW-0758,hi
KW-0709,GO:0007367,map_to
KW-0709,KW-0217,hi
KW-0713,GO:0060320,map_to
KW-0980,KW-1186,hi
KW-0716,GO:0050896,map_to
KW-0717,GO:0000917,map_to
KW-0717,KW-0132,hi
KW-0718,GO:0006564,map_to
KW-0718,KW-0028,hi
KW-0719,GO:0052689,map_to
KW-0719,KW-0378,hi
KW-0720,GO:0008236,map_to
KW-0720,KW-0645,hi
KW-0722,GO:0004867,map_to
KW-0722,KW-0646,hi
KW-0723,GO:0004674,map_to
KW-0723,KW-0418,hi
KW-0724,GO:0042427,map_to
KW-0726,GO:0007548,map_to
KW-0726,KW-0221,hi
KW-0729,GO:0017124,map_to
KW-0730,KW-0325,hi
KW-0731,GO:0006355,map_to
KW-0731,GO:0016987,map_to
KW-0731,KW-0805,hi
KW-0733,GO:0005786,map_to
KW-0733,KW-0687,hi
KW-0734,GO:0009968,map_to
KW-0735,KW-0812,hi
KW-0736,GO:0008180,map_to
KW-0894,GO:0005272,map_to
KW-0894,KW-0407,hi
KW-0894,KW-0739,hi
KW-0894,KW-0915,hi
KW-0739,GO:0006814,map_to
KW-0739,KW-0406,hi
KW-0739,KW-0915,hi
KW-0740,GO:0006813,map_to
KW-0740,GO:0006814,map_to
KW-0740,KW-0630,hi
KW-0740,KW-0633,hi
KW-0740,KW-0739,hi
KW-0740,KW-0915,hi
KW-0741,KW-0742,hi
KW-0742,GO:0009432,map_to
KW-0742,KW-0227,hi
KW-0744,GO:0007283,map_to
KW-0744,KW-0221,hi
KW-0745,GO:0008295,map_to
KW-0746,GO:0006665,map_to
KW-0746,KW-0443,hi
KW-0950,KW-0523,hi
KW-0747,GO:0005681,map_to
KW-0747,KW-0508,hi
KW-0749,GO:0030435,map_to
KW-0750,GO:0019252,map_to
KW-0752,GO:0006694,map_to
KW-0752,KW-0444,hi
KW-0753,GO:0008202,map_to
KW-0753,KW-0443,hi
KW-0754,GO:0005496,map_to
KW-0754,KW-0446,hi
KW-0755,GO:0006694,map_to
KW-0756,GO:0016126,map_to
KW-0756,KW-0752,hi
KW-0756,KW-1207,hi
KW-1207,KW-0753,hi
KW-0758,GO:0045735,map_to
KW-0759,GO:0019872,map_to
KW-0759,KW-0045,hi
KW-0762,GO:0008643,map_to
KW-0762,KW-0813,hi
KW-0763,GO:0009061,map_to
KW-0764,GO:0008272,map_to
KW-0764,KW-0813,hi
KW-1260,GO:0098669,map_to
KW-1260,KW-0945,hi
KW-0767,GO:0005576,map_to
KW-0767,KW-0305,hi
KW-0767,KW-0964,hi
KW-0769,GO:0015293,map_to
KW-0769,KW-0813,hi
KW-0770,GO:0045202,map_to
KW-0770,KW-0965,hi
KW-0771,GO:0043005,map_to
KW-0771,KW-0770,hi
KW-1180,GO:0060141,map_to
KW-1140,GO:0039615,map_to
KW-1140,KW-0167,hi
KW-1140,KW-0946,hi
KW-1146,GO:0039621,map_to
KW-1146,KW-0167,hi
KW-1146,KW-0946,hi
KW-1149,GO:0039627,map_to
KW-1149,KW-0167,hi
KW-1149,KW-0946,hi
KW-1147,GO:0039622,map_to
KW-1147,KW-0167,hi
KW-1147,KW-0946,hi
KW-1150,GO:0039628,map_to
KW-1150,KW-0167,hi
KW-1150,KW-0946,hi
KW-1141,GO:0039616,map_to
KW-1141,KW-0167,hi
KW-1141,KW-0946,hi
KW-1151,GO:0039629,map_to
KW-1151,KW-0167,hi
KW-1151,KW-0946,hi
KW-1148,GO:0039623,map_to
KW-1148,KW-0167,hi
KW-1148,KW-0946,hi
KW-1142,GO:0039617,map_to
KW-1142,KW-0167,hi
KW-1142,KW-0946,hi
KW-1144,GO:0039619,map_to
KW-1144,KW-0167,hi
KW-1144,KW-0946,hi
KW-1145,GO:0039620,map_to
KW-1145,KW-0167,hi
KW-1145,KW-0946,hi
KW-1143,GO:0039618,map_to
KW-1143,KW-0167,hi
KW-1143,KW-0946,hi
KW-1052,GO:0044218,map_to
KW-1052,KW-1053,hi
KW-1053,GO:0044279,map_to
KW-1053,KW-0472,hi
KW-0919,GO:0050909,map_to
KW-0919,KW-0716,hi
KW-0876,GO:0042617,map_to
KW-0777,GO:0019350,map_to
KW-0778,GO:0046690,map_to
KW-0779,GO:0000781,map_to
KW-0779,KW-0158,hi
KW-0780,GO:0003912,map_to
KW-0780,GO:0006304,map_to
KW-0780,KW-0548,hi
KW-0783,GO:0006729,map_to
KW-0784,GO:0009228,map_to
KW-0785,GO:0009230,map_to
KW-0787,GO:0032982,map_to
KW-0787,KW-0514,hi
KW-0788,GO:0008234,map_to
KW-0788,KW-0645,hi
KW-0789,GO:0004869,map_to
KW-0789,KW-0646,hi
KW-0791,GO:0009088,map_to
KW-0791,KW-0028,hi
KW-0888,GO:0004298,map_to
KW-0888,KW-0645,hi
KW-0792,KW-0094,hi
KW-0793,GO:0009579,map_to
KW-0795,KW-0372,hi
KW-0893,GO:0042446,map_to
KW-0796,GO:0005923,map_to
KW-0796,KW-0965,hi
KW-0797,GO:0048771,map_to
KW-0799,GO:0003916,map_to
KW-0799,KW-0413,hi
KW-0800,GO:0090729,map_to
KW-0804,GO:0006351,map_to
KW-0889,GO:0031564,map_to
KW-0889,KW-0805,hi
KW-0805,GO:0006355,map_to
KW-0805,KW-0804,hi
KW-0806,GO:0006353,map_to
KW-0806,KW-0805,hi
KW-0807,GO:0004871,map_to
KW-0807,GO:0007165,map_to
KW-0808,GO:0016740,map_to
KW-0810,GO:0006417,map_to
KW-0811,GO:0006810,map_to
KW-0811,KW-0653,hi
KW-0812,GO:0016021,map_to
KW-0812,KW-0472,hi
KW-1134,KW-0472,hi
KW-1134,KW-0812,hi
KW-1133,KW-0472,hi
KW-1133,KW-0812,hi
KW-0813,GO:0006810,map_to
KW-0815,GO:0032196,map_to
KW-0816,GO:0006099,map_to
KW-0817,GO:0046677,map_to
KW-0817,KW-0046,hi
KW-0819,GO:0008033,map_to
KW-0820,GO:0000049,map_to
KW-0820,KW-0694,hi
KW-0822,GO:0000162,map_to
KW-0822,KW-0057,hi
KW-0823,GO:0006569,map_to
KW-0902,GO:0000160,map_to
KW-0827,GO:0006571,map_to
KW-0827,KW-0057,hi
KW-0828,GO:0006572,map_to
KW-0829,GO:0004713,map_to
KW-0829,KW-0418,hi
KW-0831,GO:0006744,map_to
KW-0834,GO:0006986,map_to
KW-0835,GO:0000050,map_to
KW-0836,KW-0209,hi
KW-0926,GO:0005773,map_to
KW-0838,GO:0050880,map_to
KW-0839,GO:0042310,map_to
KW-0839,KW-0838,hi
KW-0840,GO:0042311,map_to
KW-0840,KW-0838,hi
KW-1233,GO:0098671,map_to
KW-1233,KW-0946,hi
KW-1233,KW-1161,hi
KW-1233,KW-1161,hi
KW-1161,GO:0019062,map_to
KW-1161,KW-0945,hi
KW-1161,KW-0946,hi
KW-1161,KW-1160,hi
KW-1240,GO:0098931,map_to
KW-1240,KW-0946,hi
KW-1240,KW-1161,hi
KW-1240,KW-1161,hi
KW-1175,GO:0039666,map_to
KW-1175,KW-0946,hi
KW-1175,KW-1161,hi
KW-1175,KW-1161,hi
KW-1234,GO:0098670,map_to
KW-1234,KW-0946,hi
KW-1234,KW-1161,hi
KW-1234,KW-1161,hi
KW-1226,GO:0098025,map_to
KW-1226,KW-1227,hi
KW-1198,GO:0046755,map_to
KW-1198,KW-1188,hi
KW-1187,GO:0039702,map_to
KW-1187,KW-0945,hi
KW-1187,KW-1198,hi
KW-0118,GO:0019069,map_to
KW-0118,KW-1188,hi
KW-1273,GO:0046797,map_to
KW-1273,KW-0118,hi
KW-1242,GO:0099000,map_to
KW-1242,KW-0946,hi
KW-1242,KW-1171,hi
KW-1194,GO:0039693,map_to
KW-1194,KW-0235,hi
KW-0261,GO:0019031,map_to
KW-0261,KW-0946,hi
KW-1255,KW-0800,hi
KW-1255,KW-1254,hi
KW-1249,GO:0099045,map_to
KW-1249,KW-1188,hi
KW-1253,GO:0099009,map_to
KW-1253,KW-1160,hi
KW-1171,GO:0039678,map_to
KW-1171,KW-1162,hi
KW-1250,GO:0032359,map_to
KW-1179,GO:0044826,map_to
KW-1179,GO:0075713,map_to
KW-1179,KW-0229,hi
KW-1179,KW-1160,hi
KW-0231,GO:0019072,map_to
KW-0231,KW-1188,hi
KW-0899,GO:0030683,map_to
KW-0899,KW-0945,hi
KW-1182,GO:0005216,map_to
KW-1182,GO:0039707,map_to
KW-1182,GO:0044385,map_to
KW-1182,GO:0051259,map_to
KW-1182,KW-0406,hi
KW-1182,KW-0407,hi
KW-1251,GO:0019042,map_to
KW-1276,KW-1251,hi
KW-1243,GO:0099001,map_to
KW-1243,KW-0946,hi
KW-1243,KW-1171,hi
KW-0468,GO:0039660,map_to
KW-0468,KW-0946,hi
KW-0916,GO:0046740,map_to
KW-0916,KW-0813,hi
KW-0543,GO:0019013,map_to
KW-0543,KW-0946,hi
KW-0842,GO:0039679,map_to
KW-1162,GO:0046718,map_to
KW-1162,KW-1160,hi
KW-1241,GO:0039667,map_to
KW-1241,KW-0946,hi
KW-1241,KW-1162,hi
KW-1163,GO:0075732,map_to
KW-1163,KW-1160,hi
KW-1174,GO:0039664,map_to
KW-1174,KW-1162,hi
KW-1173,GO:0039665,map_to
KW-1173,GO:0099008,map_to
KW-1173,KW-1162,hi
KW-1181,GO:0039700,map_to
KW-1181,KW-1188,hi
KW-1272,GO:0019046,map_to
KW-1272,KW-1251,hi
KW-1264,GO:0098678,map_to
KW-1264,KW-1160,hi
KW-1188,GO:0019076,map_to
KW-0693,GO:0039694,map_to
KW-1244,GO:0099002,map_to
KW-1244,KW-0946,hi
KW-1244,KW-1171,hi
KW-1245,GO:0098003,map_to
KW-1245,KW-1188,hi
KW-1246,GO:0098004,map_to
KW-1246,KW-1245,hi
KW-1230,GO:0098024,map_to
KW-1230,KW-1227,hi
KW-1227,GO:0098015,map_to
KW-1227,KW-0946,hi
KW-1229,GO:0098027,map_to
KW-1229,KW-1227,hi
KW-1229,KW-1242,hi
KW-1228,GO:0098026,map_to
KW-1228,KW-1171,hi
KW-1228,KW-1227,hi
KW-1195,GO:0019083,map_to
KW-0946,GO:0019012,map_to
KW-0917,GO:0019075,map_to
KW-0917,KW-1188,hi
KW-0920,GO:0019033,map_to
KW-0920,KW-0946,hi
KW-0843,GO:0009405,map_to
KW-1164,GO:0075509,map_to
KW-1164,KW-1162,hi
KW-1160,GO:0046718,map_to
KW-0844,GO:0007601,map_to
KW-0844,KW-0716,hi
KW-0845,GO:0016918,map_to
KW-0847,GO:0031418,map_to
KW-0848,GO:0005499,map_to
KW-0850,GO:0034361,map_to
KW-1218,KW-0108,hi
KW-0851,GO:0005244,map_to
KW-0851,GO:0034765,map_to
KW-0851,KW-0406,hi
KW-0851,KW-0407,hi
KW-0870,GO:0019869,map_to
KW-0870,KW-1265,hi
KW-1220,KW-0632,hi
KW-0738,GO:0019871,map_to
KW-0738,KW-0872,hi
KW-0852,KW-0094,hi
KW-0897,KW-0209,hi
KW-0879,GO:0016055,map_to
KW-0858,GO:0045493,map_to
KW-0858,KW-0624,hi
KW-0859,GO:0042732,map_to
KW-0859,KW-0119,hi
KW-0861,KW-0958,hi
KW-0864,GO:0006829,map_to
KW-0864,KW-0406,hi
KW-0864,KW-0862,hi
KW-0863,KW-0479,hi
KW-0863,KW-0862,hi
KW-0811,GO:0015031,map_to_extra
